lemma,total_count,unique_comments,words
savala,2,1,savala
savchenko,2,1,savchenko
savchenkotel:+14169396969e-mail:megatoronto@mail.ruweb:http://www.megatoronto.ca/contract,1,1,savchenkotel:+14169396969e-mail:megatoronto@mail.ruweb:http://www.megatoronto.ca/contract
save,83,77,save | saved | saves | saving
saver,2,2,saver
savers,2,2,savers
saving,17,16,saving | savings
savings,2,2,savings
savvy,7,7,savvy
saw,1,1,saw
saweb.google.comlhsredir?uname=lrtt7tamm&target=album&id=5694457006829881649&authkey=gv1srgcpjarkcvm,1,1,saweb.google.comlhsredir?uname=lrtt7tamm&target=album&id=5694457006829881649&authkey=gv1srgcpjarkcvm
say,3158,1443,said | say | sayed | saying | says
say&quot,1,1,say&quot
say15,1,1,say15
saying,5,5,saying
saying.i,1,1,saying.i
says:'citizenship,2,2,says:'citizenship
sbn#39681,1,1,sbn#39681
sbowie,1,1,sbowie
sbs,1,1,sbs
sc,7,6,sc
scalabrini,5,2,scalabrini
scalbirini,1,1,scalbirini
scale,6,6,scale
scam,1165,913,scam | scamed | scaming | scams
scam!i,1,1,scam!i
scam**dear,1,1,scam**dear
scam.7,1,1,scam.7
scam.:update:07/25/11:consumer,1,1,scam.:update:07/25/11:consumer
scam.com,1,1,scam.com
scam.i,2,2,scam.i
scam.please,1,1,scam.please
scam.their,2,2,scam.their
scam.us-immigration.com,1,1,scam.us-immigration.com
scam?i,1,1,scam?i
scam?thank,1,1,scam?thank
scam[quote]we,1,1,scam[quote]we
scambook.com,1,1,scambook.com
scamer,3,3,scamers
scamers,1,1,scamers
scamhttp,1,1,scamhttp
scamit,1,1,scamit
scamm,191,173,scammed | scammer | scamming
scammed,3,3,scammed
scammer,78,63,scammer | scammers
scammers,1,1,scammers
scammers!!i,1,1,scammers!!i
scamming,2,2,scamming
scams,4,4,scams
scamster,1,1,scamsters
scan,43,37,scan | scaned | scanned | scans
scan10001.pdf,1,1,scan10001.pdf
scandal,1,1,scandal
scanned,6,6,scanned
scanner,1,1,scanners
scanning,2,2,scanning
scant,1,1,scant
scar,20,19,scar | scared | scaring
scarce,1,1,scarce
scare,10,10,scare
scared,63,53,scared
scarlett,1,1,scarlett
scary,9,9,scary
scc,1,1,scc
scenario,9,9,scenario
scene,1,1,scene
schaufele,1,1,schaufele
schedule,46,40,schedule | scheduled | schedules | scheduling
scheduling,1,1,scheduling
scheme,33,29,scheme | schemes
schengten,1,1,schengten
schillinger,3,1,schillinger
scholarship,9,3,scholarship
schonfeld,1,1,schonfeld
school,54,43,school | schools
school).topic,1,1,school).topic
schooling,1,1,schooling
schudule,1,1,schudule
science,1,1,science
scientist,1,1,scientist
scold,2,2,scolded | scolding
scool,1,1,scool
scope,5,4,scope
score,16,9,score | scored | scores | scoring
scotia,5,2,scotia
scotland,2,2,scotland
scott,12,5,scott
scottsdale,2,1,scottsdale
scoundrel,1,1,scoundrels
scourge,1,1,scourge
scrach,1,1,scrach
scram,1,1,scram
scrap,1,1,scraped
scratch,16,16,scratch | scratched | scratching
scream,15,13,scream | screamed | screaming | screams
screen,51,42,screen | screened | screening
screengrab,1,1,screengrab
screening,3,2,screening
screenshot,3,3,screenshot | screenshots
screw,2,2,screw | screwed
script,4,3,script | scripts
scripts,1,1,scripts
scritto,1,1,scritto
scroll,3,3,scroll | scrolls
scrutinise,1,1,scrutinised
scrutinization,1,1,scrutinization
scrutiny,1,1,scrutiny
sctrach,1,1,sctrach
scum,4,3,scum
scumbag,2,2,scumbags
scurrilous,1,1,scurrilous
sd,4,4,sd
sdaid,1,1,sdaid
sdavi,2,2,sdavis
sdavis,1,1,sdavis
sdtx,1,1,sdtx
se,164,70,se
se&#241;or,1,1,se&#241;or
sea,9,9,sea | seas
seach,2,2,seach
sead,1,1,sead
seagan,1,1,seagan
seal,32,31,seal | sealed | sealing | seals
sealmisl,3,2,sealmisled
seam,3,3,seamed | seams
seamen,1,1,seamens
seamens,1,1,seamens
sean,4,4,sean
search,318,265,search | searched | searches | searching
searchingi,1,1,searchingi
seargent,8,6,seargent | seargents
season,1,1,season
season3,1,1,season3
season3_10.29,1,1,season3_10.29
seasonal,1,1,seasonal
seat,1,1,seat
seating,2,1,seating
seattle,10,8,seattle
sebastian,2,2,sebastian
sec,7,7,sec
sec-3,1,1,sec-3
seccion,3,2,seccion
secction,1,1,secction
secion,1,1,secion
secirity,1,1,secirity
seciroty,1,1,seciroty
second,143,126,second | seconds
secondary,2,2,secondary
secondconcern,1,1,secondconcern
secondly,4,4,secondly
secound,1,1,secound
secrate,1,1,secrate
secret,8,7,secret | secrets
secretaria,5,4,secretaria | secretarias
secretario,1,1,secretario
secretary,41,36,secretaries | secretary
secretpartnerpayments.com,1,1,secretpartnerpayments.com
section,69,52,section | sections
section2000,1,1,section2000
sections’,1,1,sections’
sector,1,1,sector
secundaria,4,1,secundaria
secure,45,42,secure | secured | securing
secure.immigration.direct.com,1,1,secure.immigration.direct.com
secured,1,1,secured
securely,1,1,securely
securities,1,1,securities
security,477,358,securities | security
"security-""regard",1,1,"security-""regarding"
security.they,1,1,security.they
securitys,12,12,securitys
securityu.s.,1,1,securityu.s.
securty,4,4,securty
sedalia,1,1,sedalia
see,684,553,saw | see | seeing | seen | sees
see(b)(6,1,1,see(b)(6
see(change,1,1,see(change
seek,168,150,seek | seeked | seeking | seeks | sought
seeker,3,3,seekers
seem,202,176,seem | seemed | seems
seemingly,4,4,seemingly
seemly,1,1,seemly
seen,1,1,seen
seery,1,1,seery
seetel,1,1,seetel
segir,1,1,segir
segment,2,2,segment
seguia,2,1,seguia
seguimo,1,1,seguimos
seguin,1,1,seguin
seguir,5,5,seguir
segun,8,6,segun
segura,2,2,segura
seguridad,2,2,seguridad
seguro,4,4,seguro | seguros
según,5,4,según
seis,1,1,seis
seize,1,1,seized
seizing(b)(6,1,1,seizing(b)(6
sekhar,1,1,sekhar
sel,1,1,sel
seldom,1,1,seldom
seleccionada,3,3,seleccionada
seleccionado,2,1,seleccionados
selección,2,1,selección
select,371,256,select | selected | selecting
selected,2,2,selected
selected-,6,2,selected-
selectee,3,2,selectee
selection,88,85,selection
selective,6,4,selective
seleect,1,1,seleected
seletion,1,1,seletion
self,37,35,self | selves
selfish,1,1,selfish
selfishness,1,1,selfishness
sell,105,88,sell | selling | sells | sold
seller,6,5,seller
sellfish,1,1,sellfish
selling,4,4,selling
selv,1,1,selves
sem,1,1,semed
semana,8,4,semana | semanas
semanas,1,1,semanas
sematic,1,1,sematic
semi,1,1,semi
seminar,7,5,seminar | seminars
seminole,2,2,seminole
semms,1,1,semms
semoran,1,1,semoran
sen,2,2,sen
sen.,2,1,sen.
senate,2,1,senate
senator,8,6,senator | senators
sence,1,1,sence
send,2421,1365,send | sending | sends | sent
sender,64,44,sender | senders
senderprint,1,1,senderprint
sendsomeone,1,1,sendsomeone
senior,40,37,senior | seniors
seniorpeoplemeet.com,1,1,seniorpeoplemeet.com
senor,7,3,senor
senora,1,1,senora
sense,31,28,sense | sensed
sensetive,1,1,sensetive
sensible,3,2,sensible
sensisive,1,1,sensisive
sensitive,75,62,sensitive
sensitiveprivetconfidential,1,1,sensitiveprivetconfidential
sensitivity,1,1,sensitivity
sent,12,12,sent
sent.----------,1,1,sent.----------
"sent?""""we",1,1,"sent?""""we"
"sent?""when",1,1,"sent?""when"
sentence,11,10,sentence | sentenced
sentia,1,1,sentia
sentimiento,1,1,sentimientos
sentinel,4,4,sentinel
sentri,3,2,sentri
sentrie,2,1,sentrie
sentto,1,1,sentto
seocond,1,1,seocond
sep,14,11,sep
sep.30,1,1,sep.30
sep/2014-apr2015,1,1,sep/2014-apr2015
sep27,1,1,sep27
separate,41,39,separate | separated | separating
separately,5,5,separately
separation,5,5,separation
seperate,5,5,seperate
sepideh,1,1,sepideh
sept,15,15,sept
sept.12,1,1,sept.12
"sept.23,2010",1,1,"sept.23,2010"
sept.27,1,1,sept.27
september,125,99,september
"september,2012",1,1,"september,2012"
septemberoctober,1,1,septemberoctober
septemper,1,1,septemper
septiembre,8,7,septiembre
septmeber,1,1,septmeber
sequence,2,2,sequence
sequential,1,1,sequential
ser,23,17,ser
sera,2,2,sera
serait,3,1,serait
sercana,1,1,sercana
serch,2,2,serch | serching
sercie,1,1,sercie
serco,1,1,serco
sere,1,1,seres
seremony,2,2,seremony
sergant,1,1,sergant
serge,2,1,serge
sergeant,13,10,sergeant | sergeants
sergey,5,3,sergey
sergio,2,1,sergio
seria,6,6,seria | serias
serial,5,5,serial
serie,1,1,serie
series,6,6,series
serious,42,39,serious
seriousallegation,1,1,seriousallegation
seriouse,1,1,seriouse
seriously,15,14,seriously
seriousness,3,3,seriousness
serivice,1,1,serivice
sermonie,1,1,sermonies
sertoacc,1,1,sertoacc
serv,1,1,serv
servant,2,2,servant
servces,1,1,servces
serve,40,36,serve | served | serves | serving
servece,1,1,serveces
server,20,17,server | servers
serversclarify,1,1,serversclarify
servi,2,2,servi
servic,1,1,servic
service,2502,1382,service | serviced | services
service!!!!i,1,1,service!!!!i
service')if,1,1,service')if
service'.at,1,1,service'.at
service'.needless,1,1,service'.needless
service($189.00,1,1,service($189.00
service.-,2,1,service.-
service.a,1,1,service.a
service.i,1,1,service.i
service.purchase,1,1,service.purchase
service?is,1,1,service?is
service@usafis.org,2,2,service@usafis.org
servicedescription,1,1,servicedescription
servicehi,1,1,servicehi
servicei,1,1,servicei
serviceon,2,2,serviceon
servicepurchase_price,1,1,servicepurchase_price
services,350,293,services
services&quot;.,1,1,services&quot;.
services(see,1,1,services(see
services(uscis,1,1,services(uscis
services)and,1,1,services)and
services)for,1,1,services)for
services)later,1,1,services)later
services)these,1,1,services)these
services-,2,2,services-
services.&#160,1,1,services.&#160
services.msmaw,1,1,services.msmaw
services:1,1,1,services:1
services[unquote,1,1,services[unquote
servicesaccount_number,1,1,servicesaccount_number
servicesfor,1,1,servicesfor
serviceshttp,1,1,serviceshttp
servicesi,1,1,servicesi
servicesjonathon,1,1,servicesjonathon
servicesnewman,1,1,servicesnewman
servicespurchase_price,2,2,servicespurchase_price
servicesthe,2,2,servicesthe
servicesupdate:02/09/2011_consumer,1,1,servicesupdate:02/09/2011_consumer
servicethis,2,2,servicethis
servicio,32,23,servicio | servicios
servicios,5,5,servicios
servie,1,1,servie
servillance,1,1,servillance
servis,2,2,servises
servise,2,2,servise
servive,1,1,servive
serzio,1,1,serzio
será,3,1,será
serán,2,1,serán
sería,1,1,sería
session,108,108,session | sessions
set,95,80,set | setting
setback,1,1,setbacks
settel,1,1,setteled
settle,41,30,settle | settled | settles | settling
settlement,45,43,settlement
settlementonce,1,1,settlementonce
settlemnt,1,1,settlemnt
setup,5,5,setup
seucirty,1,1,seucirty
seven,10,10,seven
seventy,1,1,seventy
severa,1,1,severa
several,291,249,several
severally,2,2,severally
severe,11,6,severe
severely,1,1,severely
sevice,6,4,sevice | sevices
sevral,1,1,sevral
seward,1,1,seward
sex,7,7,sex
sexally,1,1,sexally
sexual,9,6,sexual
sexually,1,1,sexually
señalado,1,1,señalado
señor,13,8,señor
señora,5,4,señora
sf),1,1,sf)
sfo,2,2,sfo
sg,2,2,sg
"sgd12,900",2,2,"sgd12,900"
sgnt,1,1,sgnt
sgreement,1,1,sgreement
sgt,8,6,sgt
shaadi.com,1,1,shaadi.com
shabnam,1,1,shabnam
shack,4,1,shack
shade,1,1,shade
shadow,1,1,shadows
shady,10,10,shady
shahzad,4,2,shahzad
shake,4,4,shake | shaken | shook
shall,30,22,shall
sham,10,9,sham
shame,10,10,shame
shameful,1,1,shameful
shane,5,3,shane
shanghai,4,2,shanghai
shanghi,2,2,shanghi
shannon,2,2,shannon
shape,6,6,shape
share,101,72,share | shared | shares | sharing
shareconfirm,1,1,shareconfirm
shareholder,3,3,shareholder
shares,1,1,shares
sharewood,7,6,sharewood
shariati,2,2,shariati
shariati(fake,1,1,shariati(fake
sharing,1,1,sharing
shark,1,1,shark
sharm,1,1,sharm
sharma,10,9,sharma
sharon,2,2,sharon
sharp,2,2,sharp
shatorah,10,1,shatorah
shatter,2,2,shatter
shattered,1,1,shattered
shawn,1,1,shawn
shazad,5,4,shazad
shazad!]-the,1,1,shazad!]-the
shazad+the,1,1,shazad+the
shazads,1,1,shazads
shcool,1,1,shcool
she,71,21,she
she'll,1,1,she'll
sheena,1,1,sheena
sheer,2,2,sheer
sheet,7,7,sheet | sheets
sheets,2,2,sheets
shehe,1,1,shehe
shehk,1,1,shehk
sheik,1,1,sheik
sheikh,1,1,sheikh
sheila,1,1,sheila
shell,4,4,shell
shelter,5,3,shelter | shelters
sheme,1,1,sheme
shenzhen,2,1,shenzhen
shereiber,2,1,shereiber
sheriber,1,1,sheriber
sherif,4,2,sherif
sheriff,18,15,sheriff | sheriffs
sheriffs,3,3,sheriffs
sherin,3,1,sherin
sherrif,1,1,sherrif
sherriff,1,1,sherriffs
sherriffs,2,2,sherriffs
shes,2,2,shes
shesaid,1,1,shesaid
shift,3,3,shifted | shifting
shihlin,1,1,shihlin
shikh,1,1,shikh
shill,5,4,shill | shilled
shim,2,1,shim
shingle,1,1,shingles
ship,25,18,ship | shiping | shipped | shipping
shipi,1,1,shipi
shipment,4,4,shipment
shipping,16,12,shipping
shippng,1,1,shippng
shirley,1,1,shirley
shirt,1,1,shirt
shit,1,1,shit
shiva,3,1,shiva
shiver,1,1,shivering
shivlal,1,1,shivlal
shloud,1,1,shloud
shmaraev,1,1,shmaraev
shock,22,20,shock | shocked
shocked,16,16,shocked
shocker,1,1,shocker
shocking,2,2,shocking
shoe,2,2,shoes
shohet,1,1,shohet
shoot,2,2,shoot | shot
shop,21,20,shop | shopped | shopping | shops
shopfront,1,1,shopfront
shopper,2,2,shopper
shopping,5,5,shopping
shops,1,1,shops
shorage,1,1,shorage
short,36,35,short
shortage,1,1,shortage
shortfall,1,1,shortfall
shortlist,1,1,shortlisted
shortly,32,32,shortly
shot,5,5,shot | shots
shoud,2,2,shoud
shoul,1,1,shoul
should,762,587,should
shoulder,1,1,shoulders
shout,14,11,shouted | shouting
shover,1,1,shover
show,410,368,show | showed | showing | shown | shows
showcas,1,1,showcased
shower,2,2,shower | showered
showing,1,1,showing
showld,1,1,showld
showmy,1,1,showmy
shr,1,1,shred
shred,2,2,shred | shredded
shredded,1,1,shredded
shrink,1,1,shrunk
shroud,1,1,shrouded
shse,1,1,shse
shu,1,1,shu
shud,1,1,shud
shuffle,1,1,shuffle
shuld,1,1,shuld
shunt,1,1,shunt
shure,1,1,shure
shut,89,74,shut | shutting
shutdown,4,4,shutdown
shuttle,1,1,shuttle
shwartz,1,1,shwartz
si,64,37,si
siable,1,1,siable
siad,3,2,siad
siadthat,1,1,siadthat
sibling,3,3,sibling | siblings
sic,3,3,sic
sicairos,1,1,sicairos
sice,1,1,sice
sick,13,12,sick
sicken,1,1,sickening
sickness,1,1,sickness
sicne,1,1,sicne
sid,1,1,sid
side,56,48,side | sided | sides | siding
sided,1,1,sided
sidewalk,1,1,sidewalk
sidibe,19,1,sidibe
siding,3,1,siding
sido,7,7,sido
siemens,1,1,siemens
siempre,11,6,siempre
sience,1,1,sience
siendo,9,7,siendo
siento,5,5,siento
sierra,3,1,sierra
siga,7,7,siga
sigan,1,1,sigan
sigh,1,1,sigh
sight,9,8,sight | sighting
sign,379,276,sign | signed | signing | signs
signal,5,5,signal
signature,48,44,signature | signatures
signature.-,1,1,signature.-
signed,1,1,signed
significa,1,1,significa
significant,9,9,significant
significantly,1,1,significantly
signify,1,1,signifies
signing,4,4,signing
signo,1,1,signo
sigo,1,1,sigo
sigue,2,1,sigue
siguiendo,1,1,siguiendo
siguiente,8,8,siguiente
siguieramo,1,1,siguieramos
siguio,2,2,siguio
siguió,1,1,siguió
sikayette,1,1,sikayette
silence,3,3,silence
silencious,1,1,silencious
silent,2,2,silent
silently,1,1,silently
sill,1,1,sill
silly,2,2,silly
silva,11,3,silva
silver,10,7,silver
sim,1,1,sim
similar,112,102,similar | similares
similarity,3,3,similarity
similarly,3,2,similarly
similiar,3,3,similiar
simmigration,1,1,simmigration
simon,2,2,simon
simple,65,57,simple
simplefilings.com,1,1,simplefilings.com
simplify,3,3,simplified | simplify
simply,72,60,simply
simplydone,1,1,simplydone
simpson,2,2,simpson
simultaneously,2,2,simultaneously
sin,34,27,sin
since,810,593,since
since(b)(6,1,1,since(b)(6
sinceramente,1,1,sinceramente
sincere,4,4,sincere
sincerely,78,74,sincerely
"sincerely,(b)(6",3,3,"sincerely,(b)(6"
"sincerely,>>b(6",1,1,"sincerely,>>b(6"
sincerely:(b)(6,1,1,sincerely:(b)(6
sincerly,2,2,sincerly
sine,1,1,sine
sing,7,6,sing | singed | singing | sung
singapore,6,5,singapore
singaporean,2,2,singaporean
singer,2,1,singer
singh,8,6,singh
single,39,33,single
single-,2,2,single-
sink,1,1,sank
sino,3,3,sino
sio,2,2,sio
siquiera,3,3,siquiera
sir,76,70,sir | sirs
sir!as,1,1,sir!as
"sir,<br",1,1,"sir,<br"
sir/,3,3,sir/
sir?12,1,1,sir?12
siren,1,1,siren
sirmadam,4,4,sirmadam
sirmam,2,2,sirmam
sirmy,1,1,sirmy
sirs,13,13,sirs
sis,1,1,sis
sistema,4,3,sistema
sister,204,166,sister | sisters
sisteramerican,1,1,sisteramericans
sit,31,28,sat | sit | sited | sitting
sita,1,1,sita
site,1392,670,site | sites
site!product_or_service,1,1,site!product_or_service
site(us,2,2,site(us
site).later,1,1,site).later
site)at,1,1,site)at
site.03,1,1,site.03
site.google,1,1,site.google
site8/11/2013was,1,1,site8/11/2013was
sitehaving,1,1,sitehaving
sitehttp://www.uscis.gov,1,1,sitehttp://www.uscis.gov
sitehttps://www.us,1,1,sitehttps://www.us
siteletter,1,1,siteletters
siteno,1,1,siteno
sites,1,1,sites
sitethere,1,1,sitethere
siteusa,1,1,siteusa
siteuser,1,1,siteuser
sitio,23,8,sitio | sitios
sitizenchip,1,1,sitizenchip
situacion,6,6,situacion
situación,2,2,situación
situado,1,1,situado
situation,160,131,situation | situations
situation(she,1,1,situation(she
situation.**************************************************jan,1,1,situation.**************************************************jan
situation.299,1,1,situation.299
situation?sincerely,1,1,situation?sincerely
situations.we,1,1,situations.we
situauton,1,1,situauton
situiacion,1,1,situiacion
siut,1,1,siut
six,40,30,six
six-,2,2,six-
sixmonth,1,1,sixmonths
sixth,3,3,sixth
size,9,9,size
sized,1,1,sized
sjpd,1,1,sjpd
skanska,2,1,skanska
skb,1,1,skb
skeptical,4,4,skeptical
skeptikal,1,1,skeptikal
sketchy,2,2,sketchy
skill,13,11,skill | skills
skilled,9,5,skilled
skills,1,1,skills
skim,1,1,skim
skin,6,5,skin
skinned,2,1,skinned
skinning,1,1,skinning
skip,1,1,skip
skopje,1,1,skopje
skyh,1,1,skyh
skylet,1,1,skylet
skylight,1,1,skylight
skymark,1,1,skymark
skype,9,6,skype
slam,2,2,slamming
slander,1,1,slander
slater,1,1,slater
slaw,1,1,slaw
sleazy,1,1,sleazy
sleep,3,3,sleep | sleeping
sleepy,2,2,sleepy
slew,1,1,slew
slick,1,1,slick
slide,1,1,slide
slight,2,2,slight
slightly,3,3,slightly
slip,4,4,slip
sloppy,2,2,sloppy
slot,2,2,slot | slots
slow,8,7,slow | slowed
slowly,5,4,slowly
slso,1,1,slso
sly,3,3,sly
sm,2,2,sm | sms
smack,1,1,smack
small,77,73,small | smaller | smallest
smart,9,8,smart
smartax,1,1,smartax
smartie,1,1,smarties
smartphone,3,3,smartphone | smartphones
smartscreen,1,1,smartscreen
smear,1,1,smeared
smell,2,2,smelled
smirk,1,1,smirk
smith,23,22,smith
smith)on,1,1,smith)on
smoking,2,2,smoking
smooth,3,3,smooth
smoothie,1,1,smoothies
smoothly,7,7,smoothly
sms,1,1,sms
smtp,5,2,smtp
smtpsvc(6.0.3790.4675,1,1,smtpsvc(6.0.3790.4675
smuggle,1,1,smuggle
smuggling,1,1,smuggling
smugle,1,1,smugle
snatch,2,2,snatches
snd,3,2,snd
sneak,2,2,sneak | sneaked
snippet,1,1,snippets
snobby,1,1,snobby
snow,1,1,snowing
so,2252,1272,so
so(b)(6,1,1,so(b)(6
so(b)(6)s,1,1,so(b)(6)s
"so),i",1,1,"so),i"
so.we,1,1,so.we
so.”4,1,1,so.”4
sob,2,2,sob
sobre,19,13,sobre
sobrino,4,3,sobrino
soc,1,1,soc
sochce,1,1,sochce
social,197,152,social | socials
socially,1,1,socially
socially]wv,1,1,socially]wv
societe,1,1,societe
society,160,118,society
society?why,1,1,society?why
societé,1,1,societé
socio,3,3,socio
société,1,1,société
sodersv,2,2,sodersved
soeun,4,2,soeun
sofia,6,2,sofia
sofia@nhif.bg,1,1,sofia@nhif.bg
sofiya,6,1,sofiya
soft,3,3,soft
software,31,25,software | softwares
software&quot,1,1,software&quot
soient,1,1,soient
soil,1,1,soil
sois,1,1,sois
soit,1,1,soit
sola,1,1,sola
solai,1,1,solai
solamente,6,4,solamente
solamente.graciasgoogle,1,1,solamente.graciasgoogle
solano,1,1,solano
soldier,1,1,soldier
sole,13,12,sole
solely,4,4,solely
soley,1,1,soley
solicit,28,25,solicit | solicited | soliciting | solicits
